row_idx	col_idx	log2ratio
1762388_s_at	con1037	0
1763383_at	con1037	0
1762945_s_at	con1037	0
1762118_s_at	con1037	0
1759080_s_at	con1037	-1
1763410_s_at	con1037	1
1762819_s_at	con1035	0
1761222_s_at	con1035	0
1761030_s_at	con1035	0
1759540_s_at	con1035	0
1763146_s_at	con1035	0
1759828_s_at	con1035	0
1761884_s_at	con1035	1
1761553_s_at	con1035	0
1762701_s_at	con1035	0
1761189_s_at	con1035	0
1759302_s_at	con1035	-1
1759829_s_at	con1035	-1
1763491_s_at	con1035	0
1762633_s_at	con1035	2
1761245_s_at	con1035	0
1761277_s_at	con1035	0
1763426_s_at	con1035	0
1759781_s_at	con1035	-1
1760088_s_at	con1035	0
1759906_s_at	con1035	-1
1763132_s_at	con1035	0
1761160_s_at	con1035	0
1761128_at	con1035	0
1763490_s_at	con1035	0
1761620_s_at	con1035	0
1760516_s_at	con1035	-1
1761944_s_at	con1035	0
1763198_s_at	con1035	0
1761873_s_at	con1035	0
1759502_s_at	con1035	-1
1762151_s_at	con1035	0
1760453_s_at	con1035	0
1760164_s_at	con1035	0
1762105_s_at	con1035	0
1760894_s_at	con1035	0
1761434_s_at	con1035	0
1762880_s_at	con1035	0
1760951_s_at	con1035	0
1762787_s_at	con1035	0
1763138_s_at	con1035	0
1761145_s_at	con1035	0
1762983_s_at	con1035	0
1762401_s_at	con1035	0
1760594_s_at	con1035	0
1762388_s_at	con1035	0
1763383_at	con1035	0
1762945_s_at	con1035	0
1762118_s_at	con1035	0
1759080_s_at	con1035	-1
1763410_s_at	con1035	0
1762819_s_at	con1038	0
1761222_s_at	con1038	0
1761030_s_at	con1038	-1
1759540_s_at	con1038	0
1763146_s_at	con1038	0
1759828_s_at	con1038	0
1761884_s_at	con1038	0
1761553_s_at	con1038	0
1762701_s_at	con1038	-1
1761189_s_at	con1038	0
1759302_s_at	con1038	-1
1759829_s_at	con1038	-1
1763491_s_at	con1038	0
1762633_s_at	con1038	0
1761245_s_at	con1038	-1
1761277_s_at	con1038	0
1763426_s_at	con1038	0
1759781_s_at	con1038	0
1760088_s_at	con1038	-1
1759906_s_at	con1038	-1
1763132_s_at	con1038	0
1761160_s_at	con1038	0
1761128_at	con1038	0
1763490_s_at	con1038	0
1761620_s_at	con1038	-1
1760516_s_at	con1038	-1
1761944_s_at	con1038	0
1763198_s_at	con1038	1
1761873_s_at	con1038	-1
1759502_s_at	con1038	-1
1762151_s_at	con1038	-1
1760453_s_at	con1038	0
1760164_s_at	con1038	0
1762105_s_at	con1038	0
1760894_s_at	con1038	0
1761434_s_at	con1038	-1
1762880_s_at	con1038	0
1760951_s_at	con1038	0
1762787_s_at	con1038	0
1763138_s_at	con1038	0
1761145_s_at	con1038	0
1762983_s_at	con1038	0
1762401_s_at	con1038	0
1760594_s_at	con1038	0
1762388_s_at	con1038	-1
1763383_at	con1038	0
1762945_s_at	con1038	0
1762118_s_at	con1038	0
1759080_s_at	con1038	-1
1763410_s_at	con1038	0
1762819_s_at	con186	0
1761222_s_at	con186	3
1761030_s_at	con186	1
1759540_s_at	con186	0
1763146_s_at	con186	0
1759828_s_at	con186	-1
1761884_s_at	con186	-1
1761553_s_at	con186	-1
1762701_s_at	con186	0
1761189_s_at	con186	2
1759302_s_at	con186	2
1759829_s_at	con186	-1
1763491_s_at	con186	-1
1762633_s_at	con186	0
1761245_s_at	con186	1
1761277_s_at	con186	0
1763426_s_at	con186	0
1759781_s_at	con186	0
1760088_s_at	con186	0
1759906_s_at	con186	1
1763132_s_at	con186	0
1761160_s_at	con186	3
1761128_at	con186	3
1763490_s_at	con186	-1
1761620_s_at	con186	1
1760516_s_at	con186	0
1761944_s_at	con186	0
1763198_s_at	con186	0
1761873_s_at	con186	0
1759502_s_at	con186	2
1762151_s_at	con186	0
1760453_s_at	con186	2
1760164_s_at	con186	2
1762105_s_at	con186	0
1760894_s_at	con186	0
1761434_s_at	con186	1
1762880_s_at	con186	0
1760951_s_at	con186	0
1762787_s_at	con186	-1
1763138_s_at	con186	0
1761145_s_at	con186	2
1762983_s_at	con186	0
1762401_s_at	con186	2
1760594_s_at	con186	0
1762388_s_at	con186	-1
1763383_at	con186	0
1762945_s_at	con186	2
1762118_s_at	con186	-1
1759080_s_at	con186	3
1763410_s_at	con186	0
1762819_s_at	con135	0
1761222_s_at	con135	0
1761030_s_at	con135	0
1759540_s_at	con135	0
1763146_s_at	con135	0
1759828_s_at	con135	0
1761884_s_at	con135	0
1761553_s_at	con135	0
1762701_s_at	con135	0
1761189_s_at	con135	0
1759302_s_at	con135	0
1759829_s_at	con135	0
1763491_s_at	con135	0
1762633_s_at	con135	0
1761245_s_at	con135	0
1761277_s_at	con135	0
1763426_s_at	con135	0
1759781_s_at	con135	0
1760088_s_at	con135	0
1759906_s_at	con135	0
1763132_s_at	con135	0
1761160_s_at	con135	0
1761128_at	con135	0
1763490_s_at	con135	0
1761620_s_at	con135	0
1760516_s_at	con135	0
1761944_s_at	con135	0
1763198_s_at	con135	0
1761873_s_at	con135	-1
1759502_s_at	con135	0
1762151_s_at	con135	0
1760453_s_at	con135	0
1760164_s_at	con135	0
1762105_s_at	con135	0
1760894_s_at	con135	0
1761434_s_at	con135	0
1762880_s_at	con135	0
1760951_s_at	con135	0
1762787_s_at	con135	0
1763138_s_at	con135	0
1761145_s_at	con135	0
1762983_s_at	con135	0
1762401_s_at	con135	0
1760594_s_at	con135	0
1762388_s_at	con135	0
1763383_at	con135	0
1762945_s_at	con135	0
1762118_s_at	con135	0
1759080_s_at	con135	0
1763410_s_at	con135	0
1762819_s_at	con131	1
1761222_s_at	con131	0
1761030_s_at	con131	0
1759540_s_at	con131	0
1763146_s_at	con131	0
1759828_s_at	con131	0
1761884_s_at	con131	0
1761553_s_at	con131	0
1762701_s_at	con131	1
1761189_s_at	con131	0
1759302_s_at	con131	0
1759829_s_at	con131	0
1763491_s_at	con131	0
1762633_s_at	con131	0
1761245_s_at	con131	0
1761277_s_at	con131	0
1763426_s_at	con131	0
1759781_s_at	con131	0
1760088_s_at	con131	0
1759906_s_at	con131	0
1763132_s_at	con131	0
1761160_s_at	con131	0
1761128_at	con131	0
1763490_s_at	con131	0
1761620_s_at	con131	0
1760516_s_at	con131	0
1761944_s_at	con131	-1
1763198_s_at	con131	0
1761873_s_at	con131	1
1759502_s_at	con131	1
1762151_s_at	con131	0
1760453_s_at	con131	0
1760164_s_at	con131	0
1762105_s_at	con131	0
1760894_s_at	con131	0
1761434_s_at	con131	0
1762880_s_at	con131	0
1760951_s_at	con131	0
1762787_s_at	con131	0
1763138_s_at	con131	0
1761145_s_at	con131	0
1762983_s_at	con131	0
1762401_s_at	con131	0
1760594_s_at	con131	0
1762388_s_at	con131	0
1763383_at	con131	0
1762945_s_at	con131	0
1762118_s_at	con131	0
1759080_s_at	con131	0
1763410_s_at	con131	0
1762819_s_at	con1031	0
1761222_s_at	con1031	-1
1761030_s_at	con1031	0
1759540_s_at	con1031	0
1763146_s_at	con1031	0
1759828_s_at	con1031	0
1761884_s_at	con1031	0
1761553_s_at	con1031	0
1762701_s_at	con1031	0
1761189_s_at	con1031	0
1759302_s_at	con1031	0
1759829_s_at	con1031	0
1763491_s_at	con1031	0
1762633_s_at	con1031	-1
1761245_s_at	con1031	0
1761277_s_at	con1031	0
1763426_s_at	con1031	0
1759781_s_at	con1031	0
1760088_s_at	con1031	-1
1759906_s_at	con1031	0
1763132_s_at	con1031	1
1761160_s_at	con1031	-1
1761128_at	con1031	0
1763490_s_at	con1031	0
1761620_s_at	con1031	5
1760516_s_at	con1031	1
1761944_s_at	con1031	0
1763198_s_at	con1031	0
1761873_s_at	con1031	6
1759502_s_at	con1031	-1
1762151_s_at	con1031	0
1760453_s_at	con1031	0
1760164_s_at	con1031	0
1762105_s_at	con1031	0
1760894_s_at	con1031	0
1761434_s_at	con1031	1
1762880_s_at	con1031	0
1760951_s_at	con1031	0
1762787_s_at	con1031	1
1763138_s_at	con1031	0
1761145_s_at	con1031	0
1762983_s_at	con1031	0
1762401_s_at	con1031	-2
1760594_s_at	con1031	-1
1762388_s_at	con1031	0
1763383_at	con1031	1
1762945_s_at	con1031	-1
1762118_s_at	con1031	0
1759080_s_at	con1031	-1
1763410_s_at	con1031	0
1762819_s_at	con125	0
1761222_s_at	con125	0
1761030_s_at	con125	0
1759540_s_at	con125	0
1763146_s_at	con125	0
1759828_s_at	con125	0
1761884_s_at	con125	0
1761553_s_at	con125	0
1762701_s_at	con125	0
1761189_s_at	con125	0
1759302_s_at	con125	0
1759829_s_at	con125	0
1763491_s_at	con125	0
1762633_s_at	con125	0
1761245_s_at	con125	0
1761277_s_at	con125	0
1763426_s_at	con125	0
1759781_s_at	con125	0
1760088_s_at	con125	0
1759906_s_at	con125	0
1763132_s_at	con125	0
1761160_s_at	con125	0
1761128_at	con125	0
1763490_s_at	con125	0
1761620_s_at	con125	-1
1760516_s_at	con125	0
1761944_s_at	con125	0
1763198_s_at	con125	0
1761873_s_at	con125	-1
1759502_s_at	con125	0
1762151_s_at	con125	0
1760453_s_at	con125	0
1760164_s_at	con125	0
1762105_s_at	con125	0
1760894_s_at	con125	0
1761434_s_at	con125	0
1762880_s_at	con125	1
1760951_s_at	con125	0
1762787_s_at	con125	0
1763138_s_at	con125	0
1761145_s_at	con125	0
1762983_s_at	con125	0
1762401_s_at	con125	0
1760594_s_at	con125	0
1762388_s_at	con125	0
1763383_at	con125	0
1762945_s_at	con125	0
1762118_s_at	con125	0
1759080_s_at	con125	0
1763410_s_at	con125	0
1762819_s_at	con134	0
1761222_s_at	con134	0
1761030_s_at	con134	0
1759540_s_at	con134	0
1763146_s_at	con134	0
1759828_s_at	con134	0
1761884_s_at	con134	0
1761553_s_at	con134	0
1762701_s_at	con134	0
1761189_s_at	con134	0
1759302_s_at	con134	0
1759829_s_at	con134	0
1763491_s_at	con134	0
1762633_s_at	con134	0
1761245_s_at	con134	0
1761277_s_at	con134	0
1763426_s_at	con134	0
1759781_s_at	con134	0
1760088_s_at	con134	0
1759906_s_at	con134	0
1763132_s_at	con134	0
1761160_s_at	con134	0
1761128_at	con134	0
1763490_s_at	con134	0
1761620_s_at	con134	0
1760516_s_at	con134	0
1761944_s_at	con134	0
1763198_s_at	con134	0
1761873_s_at	con134	-1
1759502_s_at	con134	0
1762151_s_at	con134	0
1760453_s_at	con134	0
1760164_s_at	con134	0
1762105_s_at	con134	0
1760894_s_at	con134	0
1761434_s_at	con134	0
1762880_s_at	con134	0
1760951_s_at	con134	0
1762787_s_at	con134	0
1763138_s_at	con134	0
1761145_s_at	con134	0
1762983_s_at	con134	0
1762401_s_at	con134	0
1760594_s_at	con134	0
1762388_s_at	con134	0
1763383_at	con134	0
1762945_s_at	con134	0
1762118_s_at	con134	0
1759080_s_at	con134	0
1763410_s_at	con134	-1
1762819_s_at	con132	0
1761222_s_at	con132	0
1761030_s_at	con132	0
1759540_s_at	con132	0
1763146_s_at	con132	0
1759828_s_at	con132	0
1761884_s_at	con132	0
1761553_s_at	con132	0
1762701_s_at	con132	0
1761189_s_at	con132	0
1759302_s_at	con132	0
1759829_s_at	con132	0
1763491_s_at	con132	1
1762633_s_at	con132	0
1761245_s_at	con132	0
1761277_s_at	con132	0
1763426_s_at	con132	0
1759781_s_at	con132	0
1760088_s_at	con132	0
1759906_s_at	con132	0
1763132_s_at	con132	0
1761160_s_at	con132	0
1761128_at	con132	0
1763490_s_at	con132	1
1761620_s_at	con132	0
1760516_s_at	con132	0
1761944_s_at	con132	0
1763198_s_at	con132	1
1761873_s_at	con132	0
1759502_s_at	con132	1
1762151_s_at	con132	0
1760453_s_at	con132	0
1760164_s_at	con132	0
1762105_s_at	con132	0
1760894_s_at	con132	0
1761434_s_at	con132	0
1762880_s_at	con132	-1
1760951_s_at	con132	0
1762787_s_at	con132	0
1763138_s_at	con132	0
1761145_s_at	con132	0
1762983_s_at	con132	0
1762401_s_at	con132	0
1760594_s_at	con132	0
1762388_s_at	con132	0
1763383_at	con132	0
1762945_s_at	con132	0
1762118_s_at	con132	0
1759080_s_at	con132	0
1763410_s_at	con132	0
1762819_s_at	con112	0
1761222_s_at	con112	0
1761030_s_at	con112	0
1759540_s_at	con112	0
1763146_s_at	con112	0
1759828_s_at	con112	0
1761884_s_at	con112	0
1761553_s_at	con112	0
1762701_s_at	con112	0
1761189_s_at	con112	0
1759302_s_at	con112	0
1759829_s_at	con112	0
1763491_s_at	con112	0
1762633_s_at	con112	0
1761245_s_at	con112	0
1761277_s_at	con112	0
1763426_s_at	con112	0
1759781_s_at	con112	0
1760088_s_at	con112	0
1759906_s_at	con112	0
1763132_s_at	con112	0
1761160_s_at	con112	0
1761128_at	con112	0
1763490_s_at	con112	0
1761620_s_at	con112	-2
1760516_s_at	con112	0
1761944_s_at	con112	0
1763198_s_at	con112	0
1761873_s_at	con112	-2
1759502_s_at	con112	0
1762151_s_at	con112	0
1760453_s_at	con112	0
1760164_s_at	con112	0
1762105_s_at	con112	0
1760894_s_at	con112	0
1761434_s_at	con112	0
1762880_s_at	con112	0
1760951_s_at	con112	0
1762787_s_at	con112	0
1763138_s_at	con112	0
1761145_s_at	con112	0
1762983_s_at	con112	0
1762401_s_at	con112	0
1760594_s_at	con112	0
1762388_s_at	con112	0
1763383_at	con112	0
1762945_s_at	con112	0
1762118_s_at	con112	0
1759080_s_at	con112	0
1763410_s_at	con112	0
1762819_s_at	con153	-2
1761222_s_at	con153	1
1761030_s_at	con153	0
1759540_s_at	con153	0
1763146_s_at	con153	-1
1759828_s_at	con153	0
1761884_s_at	con153	0
1761553_s_at	con153	0
1762701_s_at	con153	1
1761189_s_at	con153	-1
1759302_s_at	con153	1
1759829_s_at	con153	0
1763491_s_at	con153	0
1762633_s_at	con153	0
1761245_s_at	con153	-1
1761277_s_at	con153	0
1763426_s_at	con153	0
1759781_s_at	con153	-1
1760088_s_at	con153	0
1759906_s_at	con153	0
1763132_s_at	con153	-2
1761160_s_at	con153	0
1761128_at	con153	0
1763490_s_at	con153	1
1761620_s_at	con153	0
1760516_s_at	con153	0
1761944_s_at	con153	0
1763198_s_at	con153	0
1761873_s_at	con153	0
1759502_s_at	con153	1
1762151_s_at	con153	0
1760453_s_at	con153	0
1760164_s_at	con153	0
1762105_s_at	con153	1
1760894_s_at	con153	0
1761434_s_at	con153	0
1762880_s_at	con153	-1
1760951_s_at	con153	0
1762787_s_at	con153	0
1763138_s_at	con153	-1
1761145_s_at	con153	1
1762983_s_at	con153	-1
1762401_s_at	con153	2
1760594_s_at	con153	0
1762388_s_at	con153	1
1763383_at	con153	-1
1762945_s_at	con153	-1
1762118_s_at	con153	0
1759080_s_at	con153	0
1763410_s_at	con153	-1
1762819_s_at	con16	-2
1761222_s_at	con16	1
1761030_s_at	con16	0
1759540_s_at	con16	1
1763146_s_at	con16	-1
1759828_s_at	con16	0
1761884_s_at	con16	0
1761553_s_at	con16	0
1762701_s_at	con16	1
1761189_s_at	con16	-1
1759302_s_at	con16	1
1759829_s_at	con16	0
1763491_s_at	con16	1
1762633_s_at	con16	0
1761245_s_at	con16	-1
1761277_s_at	con16	0
1763426_s_at	con16	0
1759781_s_at	con16	0
1760088_s_at	con16	0
1759906_s_at	con16	0
1763132_s_at	con16	-2
1761160_s_at	con16	0
1761128_at	con16	0
1763490_s_at	con16	1
1761620_s_at	con16	0
1760516_s_at	con16	0
1761944_s_at	con16	0
1763198_s_at	con16	0
1761873_s_at	con16	0
1759502_s_at	con16	0
1762151_s_at	con16	1
1760453_s_at	con16	0
1760164_s_at	con16	0
1762105_s_at	con16	2
1760894_s_at	con16	0
1761434_s_at	con16	0
1762880_s_at	con16	-1
1760951_s_at	con16	0
1762787_s_at	con16	1
1763138_s_at	con16	-1
1761145_s_at	con16	0
1762983_s_at	con16	-1
1762401_s_at	con16	2
1760594_s_at	con16	0
1762388_s_at	con16	1
1763383_at	con16	-1
1762945_s_at	con16	-1
1762118_s_at	con16	-1
1759080_s_at	con16	0
1763410_s_at	con16	-1
1762819_s_at	con193	-2
1761222_s_at	con193	0
1761030_s_at	con193	0
1759540_s_at	con193	2
1763146_s_at	con193	-1
1759828_s_at	con193	4
1761884_s_at	con193	0
1761553_s_at	con193	-2
1762701_s_at	con193	3
1761189_s_at	con193	-1
1759302_s_at	con193	-1
1759829_s_at	con193	4
1763491_s_at	con193	4
1762633_s_at	con193	0
1761245_s_at	con193	-1
1761277_s_at	con193	-1
1763426_s_at	con193	0
1759781_s_at	con193	2
1760088_s_at	con193	0
1759906_s_at	con193	0
1763132_s_at	con193	-1
1761160_s_at	con193	0
1761128_at	con193	0
1763490_s_at	con193	3
1761620_s_at	con193	-1
1760516_s_at	con193	0
1761944_s_at	con193	1
1763198_s_at	con193	0
1761873_s_at	con193	-1
1759502_s_at	con193	0
1762151_s_at	con193	1
1760453_s_at	con193	1
1760164_s_at	con193	0
1762105_s_at	con193	3
1760894_s_at	con193	-1
1761434_s_at	con193	0
1762880_s_at	con193	-2
1760951_s_at	con193	0
1762787_s_at	con193	3
1763138_s_at	con193	-1
1761145_s_at	con193	-1
1762983_s_at	con193	-2
1762401_s_at	con193	1
1760594_s_at	con193	-1
1762388_s_at	con193	1
1763383_at	con193	0
1762945_s_at	con193	0
1762118_s_at	con193	0
1759080_s_at	con193	-2
1763410_s_at	con193	-1
1762819_s_at	con194	0
1761222_s_at	con194	-1
1761030_s_at	con194	0
1759540_s_at	con194	4
1763146_s_at	con194	-2
1759828_s_at	con194	3
1761884_s_at	con194	0
1761553_s_at	con194	-3
1762701_s_at	con194	4
1761189_s_at	con194	0
1759302_s_at	con194	0
1759829_s_at	con194	1
1763491_s_at	con194	2
1762633_s_at	con194	2
1761245_s_at	con194	-2
1761277_s_at	con194	-1
1763426_s_at	con194	4
1759781_s_at	con194	4
1760088_s_at	con194	1
1759906_s_at	con194	1
1763132_s_at	con194	-2
1761160_s_at	con194	0
1761128_at	con194	-1
1763490_s_at	con194	2
1761620_s_at	con194	-2
1760516_s_at	con194	-1
1761944_s_at	con194	-1
1763198_s_at	con194	0
1761873_s_at	con194	0
1759502_s_at	con194	3
1762151_s_at	con194	2
1760453_s_at	con194	2
1760164_s_at	con194	1
1762105_s_at	con194	1
1760894_s_at	con194	0
1761434_s_at	con194	-1
1762880_s_at	con194	-1
1760951_s_at	con194	0
1762787_s_at	con194	3
1763138_s_at	con194	-3
1761145_s_at	con194	-2
1762983_s_at	con194	-3
1762401_s_at	con194	0
1760594_s_at	con194	0
1762388_s_at	con194	0
1763383_at	con194	5
1762945_s_at	con194	1
1762118_s_at	con194	2
1759080_s_at	con194	0
1763410_s_at	con194	2
1762819_s_at	con189	-1
1761222_s_at	con189	-1
1761030_s_at	con189	0
1759540_s_at	con189	0
1763146_s_at	con189	0
1759828_s_at	con189	-1
1761884_s_at	con189	0
1761553_s_at	con189	-2
1762701_s_at	con189	2
1761189_s_at	con189	-1
1759302_s_at	con189	0
1759829_s_at	con189	-1
1763491_s_at	con189	5
1762633_s_at	con189	0
1761245_s_at	con189	-2
1761277_s_at	con189	-1
1763426_s_at	con189	-1
1759781_s_at	con189	-1
1760088_s_at	con189	0
1759906_s_at	con189	-1
1763132_s_at	con189	0
1761160_s_at	con189	0
1761128_at	con189	0
1763490_s_at	con189	4
1761620_s_at	con189	-2
1760516_s_at	con189	-1
1761944_s_at	con189	1
1763198_s_at	con189	0
1761873_s_at	con189	-1
1759502_s_at	con189	0
1762151_s_at	con189	1
1760453_s_at	con189	-1
1760164_s_at	con189	-1
1762105_s_at	con189	3
1760894_s_at	con189	-1
1761434_s_at	con189	-1
1762880_s_at	con189	-1
1760951_s_at	con189	0
1762787_s_at	con189	3
1763138_s_at	con189	0
1761145_s_at	con189	-1
1762983_s_at	con189	-1
1762401_s_at	con189	1
1760594_s_at	con189	-1
